"alpha_1","alpha_2","alpha_3","alpha_4","alpha_5","beta_1","beta_2","beta_3","beta_4","beta_5","beta_6","mu_alpha","sigma","sigma_alpha"
2.61984720667136,2.82064386515658,1.96799673693689,2.62485612988194,2.1823311527903,0.210366671452131,-0.179629078981491,-0.00422303569276135,0.313457034105999,0.084998179830703,-0.407327551883497,2.31018048118089,0.493467581033809,0.268536489274285
2.98795808134338,2.91038766785231,2.43616172994988,3.10068108541196,2.85739733532825,0.148512473918334,-0.19629849063115,-0.0598626142864104,0.550114250234399,0.113747247884852,-0.491684493596251,2.86327782853318,0.557505178730675,0.162146032666868
3.09764472629213,2.93561042466196,2.73310355041893,3.25338413848751,2.59658896976719,0.172570965529544,-0.191238138184409,-0.0881409982676939,0.31746976223148,0.0195924949982706,-0.536620045545427,3.04822469702298,0.542195922613239,0.34995819512153
2.71555297268379,2.66353616456425,2.02160235229842,2.82023194663774,2.16513772392395,0.158572094788123,-0.174280547517496,-0.111678732479545,0.382723784041418,0.262879695176691,-0.45020277637059,2.53797666442557,0.538771779796663,0.462618473385924
3.24541492067026,3.03021977543156,2.79553223857071,3.28429833858908,2.85435716098493,0.135770732624987,-0.200619497579713,-0.0717754135669335,0.464206755196615,-0.000214386521225504,-0.507411325785235,3.02522932465438,0.555046141064162,0.143170238017541
3.28910951000047,3.22278923426403,2.99883052127605,3.58910856763914,3.12531846051134,0.188378589304072,-0.231384922477864,-0.0933693169526597,0.462317266488422,0.0522391958071111,-0.518247956527774,3.20628341570162,0.566340299364997,0.256467076762132
2.88283172319865,2.64095384760108,2.48224507798383,2.92779431353111,2.43552940825677,0.147968688993402,-0.173919492588602,-0.134990754093118,0.401752691080386,0.227768000644069,-0.435360819103845,2.62000237226578,0.540830207627457,0.299662238854313
2.70676781491959,2.62975388014117,2.13451005413293,2.75453936482772,2.26189740542695,0.204958733125052,-0.192557750920266,-0.0557516193957329,0.498992090853664,0.221156200811168,-0.52321000784301,2.7890067011816,0.475726562369337,0.687957507680896
3.13158126002545,2.96968074527593,2.4599201071258,2.92891626047549,2.7545828751519,0.163146986571469,-0.206877298712741,-0.0666209084059002,0.384304777617703,0.115246651841245,-0.500327412665803,2.72070076803732,0.519471709242883,0.460880851130115
3.4034875438843,3.15059873226542,2.95097756890636,3.33722321230413,3.16987198722011,0.0781979537101822,-0.186932507519833,-0.0542315236704614,0.272853763908987,0.142688540891218,-0.720392392997887,3.26174739932699,0.545193424981654,0.178784499790663
2.61690842722027,2.53498390189159,1.89368806934502,2.62650399545144,2.17139178167133,0.17907526872221,-0.164617709067305,-0.0249279963984938,0.40364679953146,0.0802314223965002,-0.444886477629854,2.35048313175282,0.497694586691334,0.20643927677524
2.61738648158442,2.5823531453241,1.86376922358522,2.61719194351988,2.14347560895527,0.191381765677251,-0.148729656687909,-0.00362402884207989,0.445931413517075,-0.00318760487576148,-0.609109960577448,2.43582397348562,0.472337642294866,0.514323843447289
2.39386084667883,2.7457420989918,1.93422957277735,2.65872617666348,2.06579141595596,0.299432534608672,-0.17572609688495,-0.0647525510364631,0.262881212016005,-0.00946395308576025,-0.485039886105609,2.02528960792089,0.531605163399302,0.379653448828217
3.06790399412382,3.01185608848144,2.57339418580783,3.25619156739939,2.52607418866398,0.179379254216221,-0.208305190386209,-0.0699809679693558,0.441507938738943,0.104743070806675,-0.457870850926617,3.12866722185401,0.428907777949838,0.408717144082686
2.65753959241442,2.45186253669802,2.12699644573258,2.82231308692733,2.20112378011433,0.0896026153646753,-0.150238666721178,-0.05104483595002,0.139746681163065,0.225104863392344,-0.400840016342271,2.50161481590693,0.528222158670787,0.20618669157685
2.41160689082491,2.38522966140937,1.85480619114967,2.577822401199,1.83618384834968,0.13369562681257,-0.123642140224859,-0.0766215655058212,0.269383100244294,0.0586493268325167,-0.412682651143223,2.41014042977987,0.546339248049826,0.336505827227278
2.03345323010132,1.93355311331577,1.57740526710316,2.04504364658058,1.77192462947407,0.139899229469218,-0.0886339222907108,-0.221686782420832,0.40313971676948,0.100760205011959,-0.404485074127403,2.03933101918381,0.559741764040828,0.21141696981688
3.11196983912918,3.10681695705324,2.49419588597336,3.03916193583115,2.7254853265729,0.249593655522224,-0.222751935907151,-0.106020366193129,0.412193181082663,0.127987020450269,-0.483933131531208,3.18928067550572,0.506266646555111,0.507513417416793
3.82668834460911,3.45566081351921,3.19544728751391,3.78122694546966,3.24973847680961,0.129542295241362,-0.2836181864427,0.0261774997667694,0.523858984632241,0.398332736759241,-0.353996075301653,3.38395120561078,0.513720747243984,0.287354093768438
2.79496429682229,3.08579601845679,2.65799471096336,3.23259341906874,2.66896201878125,0.241379947374801,-0.246433055983716,-0.0143840859328761,0.271391322406863,0.423893050488688,-0.4036843234652,2.9375988803979,0.556586351368822,0.250554218996662
3.51606495375324,3.5868500409553,3.39209933646979,3.68725331369141,3.26656560322587,0.14038441720469,-0.242251605332518,0.0233636108870501,0.367027780285871,0.201678579113834,-0.788053769747947,3.4510155722126,0.508008756511451,0.274015124781893
3.53380670076551,3.27270428915571,3.02090524773662,3.59680240166358,3.00457742853016,0.148492472453496,-0.230923410646902,-0.0748791955669955,0.348816304109429,0.165744987340767,-0.427019577955442,3.38074139895707,0.551632489855278,0.257745053734277
3.48981553834349,3.58112731393514,3.37811823809018,3.72850036216867,3.27695144014708,0.174768669496632,-0.274601735681876,-0.00264009614031435,0.399418770064921,0.347349836620379,-0.480627148064118,3.47186209302629,0.479696948791601,0.208671350345259
3.78853565102299,3.45887922462577,3.31366818235411,3.80845156437875,3.24646327467092,0.104300143745953,-0.251844397787396,-0.0357141850680764,0.281042863349519,0.4152059879536,-0.589926249697054,3.35196516778614,0.485755125070927,0.296361954326262
2.72426240558028,2.91579567666725,2.38249686090473,3.00306421054036,2.41144920092816,0.179576812071929,-0.213339435431816,-0.0768251287765424,0.378333271149458,0.372059688535357,-0.316413118306423,2.50056711681944,0.573557216651193,0.284302708365535
2.90069081541156,2.64871441240467,2.38232106768178,3.00330817963086,2.25568115346248,0.0857563735607907,-0.191563355846907,-0.0809855264603217,0.285757710893032,0.396120337446729,-0.232975214440032,2.62243583163647,0.481160513968063,0.47618065318792
3.02132230161612,3.10380213289011,2.58557342288376,3.01495022202581,2.5576529949789,0.240727631797448,-0.220129254564897,-0.019389433281622,0.317841001367799,0.0855974459399361,-0.492008158561307,2.79152348348037,0.468863728110081,0.18685257382895
3.38747831253643,3.12617403716144,3.07743897137232,3.58838713157838,3.22492062277847,0.101062153521635,-0.24647389266432,-0.0548127447234888,0.53315626236944,0.34249320818,-0.412404508927528,3.06749121376989,0.560817487256126,0.381873317733123
3.45065404382255,3.36359507755477,3.0558057687002,3.5304031942289,2.93285820442009,0.223806616670214,-0.283634557085439,-0.0122090736630671,0.304644245226358,0.318687706141192,-0.286571220350126,3.26824084185617,0.517783839430628,0.159142279201217
3.17780156330257,3.17263651437209,2.61729692025598,3.347052942565,2.76541140502722,0.188022452307286,-0.236318028638281,-0.0169753863629343,0.443943262275748,0.159572248933966,-0.371053090160312,3.04079613574122,0.528719628151648,0.253537025420214
2.99146378134178,3.12929989718967,2.70092375843059,3.35534228824223,2.69946206557769,0.212760648591777,-0.232414053020582,-0.0539979928250372,0.444558971110924,0.259686333409706,-0.477253979998969,3.11551324554052,0.512220095307799,0.605194897808843
4.34149610844645,3.97040029486831,3.96234271556774,4.47755839160358,3.81276267573837,0.103281239126813,-0.326075785719259,0.00704359863581744,0.358313257974815,0.398136245697449,-0.430339122103327,4.23677423076338,0.462270136754963,0.312031102754251
3.83416970131356,3.53291498943411,3.27601238452223,3.86187475886206,3.33683761031587,0.133088492723175,-0.27474909674442,-0.0704284023782792,0.572730098345983,0.222256353534048,-0.48182618542517,3.63748005975081,0.510584299720238,0.18283193927182
3.87821430745257,3.62237779188573,3.25631882986267,3.94168894128662,3.55634906922056,0.181569438530005,-0.288839989206824,-0.0246286411162008,0.710810113486651,0.214917316861516,-0.485399340796622,3.5872055335793,0.466125982768728,0.29870079737491
2.75998812485612,2.61806570847764,2.21452557884443,2.81553215154051,2.32587984062377,0.0995580502551817,-0.155689117355169,-0.0181258608368262,0.298112500759116,0.256581661525262,-0.522003221056375,2.52007628690622,0.540422267253537,0.230190614182203
2.84779777237198,2.62767727866233,2.00063488735755,2.83325821913258,2.05621127401929,0.149502558960581,-0.157260945850476,-0.0731008563108911,0.314054880734916,0.159554491652962,-0.393842710853524,2.55302699034443,0.473273176205946,0.313581731457212
3.00232836468131,3.08296758051512,2.72710169498953,2.98256896032315,2.78903711245007,0.162084287721354,-0.191258385330797,-0.0815360085092165,0.249762470375265,-0.0355584782062451,-0.41146700636113,2.8001803310627,0.57372285555745,0.331227308708638
2.82480958637948,2.77383169260255,2.10706337406202,2.91373491897735,2.37929740730376,0.169952951081327,-0.175104082484786,-0.121165054161792,0.584116411948814,0.11028398841339,-0.470191943959385,2.83112341500792,0.524799984739292,0.426560562758505
2.70284764805316,2.53371960989604,2.04665629341876,2.55771421906659,2.32623295853093,0.0601424807364198,-0.145182049948287,-0.0803366781160076,0.310609044300378,0.301687702734632,-0.369838965478937,2.42008172650288,0.504492875195573,0.326790160402084
3.3189596559657,3.10997688828488,2.90349476076096,3.47987856613258,2.93630275822369,0.144480646537986,-0.221718438240496,-0.0825484050980975,0.208241545810951,0.399901676457722,-0.547647386667613,3.31241790641255,0.511821487115566,0.437995034330248
2.65172362319356,2.85662602113569,2.40247696051809,3.08369449143884,2.53492563986722,0.264130457969992,-0.196485202134833,-0.0952211618351062,0.387828256815545,0.00697184809362418,-0.638136839390765,2.79739700571959,0.506172225707761,0.444518572103668
3.30784042241057,3.24655226310279,2.68784300781715,3.44570068374593,2.88351972734902,0.187188352239121,-0.225233552339441,-0.0435738851540273,0.402834120641646,0.0818016225461313,-0.565626519087624,3.3455021901729,0.459619974743071,0.386537862236841
3.64581856539162,3.66578289198041,3.03212980346673,3.62167253048586,3.37229967350242,0.21634577179337,-0.283435527323021,0.135422957216424,0.591947526837535,0.211069691821005,-0.618666807945811,3.56120798269362,0.460483624954118,0.361896372806552
3.74699630713336,3.29835698496749,3.64852987130143,3.8607872025757,3.34452499490402,-0.00286823948693874,-0.238676500646664,-0.0848473553333334,0.383389706917465,0.364946352094047,-0.534551078016526,3.61315425909275,0.533011151118325,0.116096236019231
2.79851952333893,2.87271708124039,2.36488374005345,2.84288695334385,2.29341340009105,0.189298487392562,-0.173852451106871,-0.00294949626279755,0.326812392588393,0.0923601610908177,-0.519253566852802,2.68045571146049,0.530260612655883,0.305066388171843
2.29756198769685,2.40227379126158,1.61336491445356,2.39780654218326,1.91988560165086,0.225831525534134,-0.156311437739412,-0.11589834949629,0.26644947435269,0.183614690179538,-0.389535357439336,2.08271390569622,0.510598165788837,0.24500561516162
3.07359207264024,3.27304499698711,2.26911596888879,3.05893279927874,2.53589725543825,0.19421168735172,-0.204535581135162,0.00513746797979771,0.365582328432796,0.165247866502836,-0.597713936126108,2.91077501541194,0.518938266960599,0.29249328455641
3.1510945758124,3.09586100083947,2.5575980979584,3.31034516149064,2.91089353992464,0.122498745878284,-0.223394221732358,-0.033420671464464,0.428508352095276,0.293340552643956,-0.328773289844528,2.82627959481605,0.489121386816645,0.288253617253464
2.24896233717943,2.25707128949541,1.9897242576139,2.46230777799759,1.9214245144983,0.173848951176192,-0.154816100030495,-0.0917385884730099,0.388927567839553,0.340961221367082,-0.346354735383236,2.26274421830371,0.539810088104878,0.22039548401063
2.10948557896155,2.16658759766401,1.58991626681055,2.12610144587722,1.52533206821401,0.179695081691612,-0.107482916876671,-0.0861734897891271,0.299597637901607,-0.049530809841369,-0.364114309788709,1.96415280559327,0.507329878205385,0.426494967161259
3.18720432138668,3.1218394556858,2.53660919688277,3.17651334690294,2.73713180396683,0.152954452297861,-0.214182711979686,-0.0327400944001753,0.309733561827632,0.330314091738903,-0.481596732504869,2.98911856242907,0.483109724085373,0.278198162241742
3.24702587645674,3.13354666887943,2.52483316464695,3.29017649297766,2.71387126408575,0.197713628506853,-0.235956224801014,-0.0310866751315718,0.521018891407416,0.185717470380529,-0.383413162721092,2.84619407318147,0.454225250085526,0.787264865639259
2.39297945276092,2.36003322791651,1.97681351251171,2.45916993993974,2.04804431127371,0.19954334885339,-0.162763440691872,-0.0103704426561453,0.305094422533853,0.315083181142299,-0.492236786319481,2.28820737464866,0.486231756471027,0.624504930051918
3.49503194739146,3.40866895551367,3.05437311993037,3.72974465467631,3.0509928732439,0.170020092073251,-0.23696279533205,-0.0653899644767862,0.39949688647506,0.0092877305314628,-0.423236010598679,3.50730330796688,0.472935996889788,0.420741915912522
3.32527483608602,3.03704850045649,2.86435150197393,3.30670167825631,2.92128280264033,0.0639333518963194,-0.200450477369019,-0.1024957150189,0.593258803264937,0.195050461803509,-0.376735162614933,3.11707789469638,0.449695870719211,0.203048628968912
3.71741990683823,3.65123647770697,3.08676116619764,3.72857210677097,3.35980063550929,0.267306874597489,-0.302653045030448,0.0485313250789785,0.381498174549194,0.342227880039254,-0.628637249482661,3.54860415197666,0.52365257155883,0.394669562706414
3.69537766118608,3.45396419088737,3.19647024509476,3.58846729411899,3.43535495684488,0.113340002307673,-0.257868799749945,-0.00965982878463906,0.462344359392734,0.334671199612189,-0.485572773969452,3.43641909436118,0.492440410717916,0.177950600487313
2.26949075790595,2.32993921225895,1.89801613664021,2.52561476899888,2.20072285120363,0.183485982854161,-0.14801390976411,-0.083565418824973,0.363258731157842,0.0864102824832401,-0.409380497499215,1.88409293071554,0.482026882437378,0.908779942859105
2.23038497244526,2.20648552805226,1.51008342478817,2.39302766011766,1.80779691333426,0.19785343385212,-0.135516032637831,-0.0704764494992399,0.0944411317918327,0.204903205729691,-0.512760141973852,2.15195427777954,0.554221658852473,0.310219570640389
2.40106057642172,2.46727092437048,1.83527348025102,2.50616054829721,1.84120934864868,0.250656009237928,-0.159131804182579,-0.0322481621470281,0.297352278594336,0.0501478262905128,-0.472357069061269,2.39068673853992,0.489600791051858,0.502543398717794
2.92353046104959,3.10670747211062,2.1893145487193,3.05841181154992,2.56657368571155,0.168720320251888,-0.206991362850843,-0.064300821730078,0.506342128846472,0.21848529368633,-0.277360729267932,2.58459313796309,0.502410492576835,0.315919932891309
3.67606217957573,3.12231489694108,2.69285840694336,3.6083490200545,3.04746327198802,0.104714905240547,-0.239585202629378,-0.0383149339701562,0.418982385041804,0.380121165994571,-0.322996292059304,2.88967546580436,0.506480709372916,0.593828019764804
3.27948221870371,3.2694497960735,2.77309541120525,3.52928320167682,2.82687876457225,0.165110693238647,-0.226218193859599,-0.0487139437190833,0.427878513187161,0.213433998648072,-0.483600952921922,3.15852732048764,0.554789761312212,0.630282708317329
3.05060525450834,2.88388805190786,2.57309811491757,3.14322801225639,2.62726249396595,0.130956684160077,-0.169438117174001,-0.112429497967517,0.0254375756550994,0.152908923475365,-0.608151623949975,2.73662219316588,0.644071688993604,0.445140883223456
2.36497836496553,2.15584306667687,1.66989963784522,2.51293287223929,1.79136405778939,0.138853627064817,-0.134669557601563,-0.0891166139289736,0.333591397955751,0.221490606948466,-0.244476076565853,2.20451774874409,0.530770161859303,0.376556338811968
2.43060983655899,2.5360230634284,2.12701953775903,2.57333628604521,2.24181233978722,0.152198109423211,-0.156178140158206,-0.0473005223829623,0.495618856794983,0.161893402124475,-0.503927890948828,2.30047302876934,0.529651879421206,0.66314732973394
2.76579316955192,2.74554378031527,2.36971684996605,2.83268835830174,2.57645764157179,0.208174820658286,-0.194976435231475,-0.0269979911824243,0.284488695965881,0.201182058991721,-0.47121449515807,2.7025812397731,0.542036497751116,0.117198600848612
3.28954658498722,3.03365276491355,2.54514797781786,3.45621634369165,2.79834583452544,0.0931950966765101,-0.21594574780848,0.00394162308950401,0.418631551868775,0.308495243338844,-0.413349332821042,3.18446325264948,0.526688970842871,0.79716098629246
2.79746426145405,2.47980407363035,2.20126472964317,2.91734143282266,2.36566088977531,0.156002089189578,-0.174024486166073,-0.031387597059171,0.526840876949735,-0.0692687655215631,-0.254401730670007,2.4040296078846,0.55712776099664,0.374938401275191
2.63625567640559,2.87505079226074,2.23794766100341,2.73560800926706,2.33676819111006,0.251516651286396,-0.221267806180083,-0.0064543609076598,0.553465798173397,0.298752974027671,-0.358912725010761,2.46620915258907,0.431096271320476,0.216317718443678
3.61358680432971,3.56495654260127,3.45182260344405,3.69192922627173,3.24614325812433,0.152293235378381,-0.260025552038082,-0.0531408599372518,0.367025356733995,0.23907859251876,-0.541351332518756,3.63675909872272,0.540833172958442,0.176909479609431
3.57271392680524,3.50785462520852,3.13620128481799,3.86303652946531,3.35280822456684,0.138818615231971,-0.264138084113121,-0.0887260985261252,0.781285387811658,0.250261842928583,-0.399696852132037,3.41954106097513,0.54567294444398,0.502663365401897
3.78297611527058,3.76806489546593,3.41408028308804,3.75489414914572,3.35497877593996,0.223763295460564,-0.286143964610611,0.0164018112641474,0.525025748081457,0.161053985125065,-0.648169952460829,3.64702855795928,0.428870827626067,0.269002203953133
2.19120872739004,2.25847889331652,1.90326388247208,2.47815864806845,1.77436432176048,0.10990889869077,-0.152659569629092,-0.100341882289852,0.352706352504329,0.47580845543607,-0.263370103368677,2.18249537951653,0.509745931673452,0.304455778757804
1.93377109989905,1.80247903428686,1.9115789934851,2.33025161038554,1.67759314417376,0.0365410588728667,-0.0752412902586932,-0.223631409468101,0.0993172614588196,0.335034690063124,-0.344246781366666,1.83771678724691,0.541545746142144,0.217421139888141
3.05148592629992,2.93719848057905,2.60901945051624,3.19727915199793,2.77445495214503,0.129597129020873,-0.210517975580964,-0.092277306110278,0.576740488356755,0.236367189939415,-0.379087048929192,2.68213054398251,0.542069471554083,0.552175685275412
2.53540914753639,2.67893501053121,2.00030953278666,2.91748371727012,2.4598929392323,0.162334538180535,-0.201349122534882,-0.0539399717576146,0.490209519176156,0.553300172287118,-0.343505424239445,2.7865828769595,0.490595965903528,0.647532342068208
3.22376388660585,2.9391505835301,2.51390421124452,3.06883814130105,2.63125101513228,0.156428900971395,-0.179795510821007,-0.0621724768736872,0.560872340632047,-0.171686795336664,-0.555605948881048,2.85067234238918,0.553286382679783,0.700472605047656
3.14412497239769,3.0041509083324,2.70914622705998,3.40200018978673,2.7261393348377,0.132079397751332,-0.208225960739223,-0.0851448774899988,0.548147738966349,0.187396402918787,-0.410889052675128,3.16399356710986,0.505619641514927,0.275380859180471
3.36415169477836,3.36488047119575,3.00579772593328,3.5745762805813,2.94175716732772,0.147460053176895,-0.248679233206628,-0.00717470204712763,0.408874547148921,0.24610725688732,-0.370506804633576,3.54357854773213,0.482355512210358,0.327960285819767
2.96768338205553,2.84481047741162,2.33940736783553,3.16731370443197,2.35268081776573,0.207814172741799,-0.197733355646478,-0.0872320828286114,0.555865521400253,-0.03749665440167,-0.395171849182317,2.61988179230392,0.532222210684395,0.445864839836512
2.83417462940088,2.77744576819434,2.17706342035848,3.0671948883427,2.65463473670601,0.211087850168739,-0.206095784913296,0.0493822848752399,0.33736782411524,0.101529905000919,-0.519281671338969,2.64871581500456,0.516984236517823,0.796061121031229
2.64186273037377,2.7606246010022,2.260573489379,2.83917660826903,2.26075989413063,0.160815250246715,-0.173738725372588,-0.152887327621851,0.421337804626382,0.241381667774702,-0.394873188998699,2.50221848760787,0.518508665261369,0.535257851990064
3.42764332023503,3.19252398273742,2.90836391938279,3.59864490421345,3.16138090791565,0.0964638179597326,-0.23690248506112,-0.0848592880029786,0.486499887423824,0.415547177872216,-0.365659782158369,3.24781753541402,0.512983525805645,0.22342354651496
3.52547962988878,3.33659726777609,3.1307236917587,3.67600582239528,3.16624196323533,0.203393959010812,-0.275061807213802,-0.0436640754225602,0.361565373954392,0.285230492356294,-0.484775923370517,3.30799782541601,0.514857153381569,0.153258893014929
2.10460252084484,2.25070197081953,1.7075192169477,2.38878116407409,1.74059751726804,0.12569305363347,-0.136991019659905,-0.0585388179566889,0.478087161744361,0.374246029588655,-0.290415543794299,1.973611672568,0.504351456808586,0.267703603383863
3.34459431440139,3.28788132204475,2.99251922816999,3.59950066893313,3.05237135711668,0.162296389551597,-0.215179839130057,-0.01379434362886,0.226237954163045,-0.000413841523302885,-0.566899025013733,3.22268736257724,0.479639110884607,0.340103558330878
2.7925534149267,2.75642403148862,2.16857289131599,2.80870054441313,2.55722781443774,0.147370891370641,-0.194308879899098,-0.0771988267128578,0.479792325868836,0.239337494969455,-0.333249271799011,2.80257320456806,0.539933452472183,0.371900983977686
3.03296214507803,3.00806500539128,2.6566256464584,3.09648783045853,2.70410919283543,0.227426762817019,-0.23154076355188,-0.0691714680085372,0.310707354133065,0.320957441095133,-0.433344190388051,2.90704385366462,0.520467966126171,0.199070300212611
3.11475490721346,3.36811876039528,2.57684945139789,3.35025289589476,2.65211330717945,0.206392894111618,-0.24138096936084,0.0451737382511268,0.231743376382085,0.251411595646785,-0.383204597640954,2.89116820982343,0.555218087793812,0.461168356282602
